wID	w1cs	lemma	PoS
8733	fellow	fellow	nn1
8734	buck	buck	nn
8735	emergence	emergence	nn1
8736	asked	ask	vvn@_vvd
8737	claimed	claim	vvd_vvn
8738	affect	affect	vv0
8739	sadness	sadness	nn1
8740	straight	straight	jj_rr
8741	steal	steal	vvi
8742	guide	guide	vvi
8743	vivid	vivid	jj
8744	issues	issue	nn2_vvz@
8745	histories	history	nn2
8746	ethnicity	ethnicity	nn1
8747	enthusiastic	enthusiastic	jj
8748	Plus	plus	nn1@_rr%_ii
8749	Leslie	leslie	np1
8750	innocence	innocence	nn1
8751	crown	crown	nn1
8752	drinking	drinking	nn1_vvg
8753	pig	pig	nn1
8754	awarded	award	vvn
8755	ink	ink	nn1
8756	Nazi	nazi	jj
8757	expectation	expectation	nn1
8758	rent	rent	nn1
8759	Penn	penn	np1
8760	harder	hard	jjr
8761	claims	claim	vvz_nn2
8762	dull	dull	jj
8763	tumor	tumor	nn1
8764	rental	rental	nn1
8765	Kathleen	kathleen	np1
8766	Bad	bad	jj
8767	Laboratory	laboratory	nn1
8768	hood	hood	nn1
8769	Find	find	vv0
8770	till	till	cs
8771	50,000	50,000	mc
8772	lung	lung	nn1
8773	gospel	gospel	nn1
8774	run	run	vvn_vv0
8775	named	name	vvd_vvn
8776	Richardson	richardson	np1
8777	playoffs	playoff	nn2
8778	nationwide	nationwide	rl
8779	depressed	depressed	jj
8780	touchdown	touchdown	nn1
8781	1945	1945	mc
8782	reduces	reduce	vvz
8783	cooking	cook	vvg_nn1
8784	sing	sing	vv0
8785	shift	shift	vvi
8786	hometown	hometown	nn1
8787	grave	grave	nn1_jj
8788	50%	50%	m#
8789	narrative	narrative	nn1_jj
8790	substances	substance	nn2
8791	vice	vice	jj_ii
8792	State	state	vv0_nn1
8793	promises	promise	nn2
8794	retreat	retreat	nn1
8795	Nashville	nashville	np1
8796	living	live	vvg_nn1_jj
8797	installation	installation	nn1
8798	jump	jump	nn1
8799	farther	far	rrr_jjr
8800	clarity	clarity	nn1
8801	cook	cook	vv0_nn1
8802	Wyoming	wyoming	np1
8803	350	350	mc
8804	clues	clue	nn2
8805	As	as	cs21
8806	Further	far	rrr_jjr
8807	hate	hate	vvi
8808	skillet	skillet	nn1
8809	Bears	bear	nn2
8810	increased	increase	vvd_vvn
8811	immense	immense	jj
8812	while	while	cs_nnt1@
8813	general	general	nn1_jj
8814	gestures	gesture	nn2
8815	opposed	oppose	vvn
8816	autumn	autumn	nnt1
8817	Sure	sure	rr
8818	spatial	spatial	jj
8819	roses	rose	nn2
8820	sacrifice	sacrifice	nn1
8821	recipients	recipient	nn2
8822	estimates	estimate	vvz
8823	minimize	minimize	vvi
8824	soda	soda	nn1
8825	kick	kick	vvi
8826	cooking	cooking	nn1_vvg
8827	nitrogen	nitrogen	nn1
8828	restoration	restoration	nn1
8829	kilometers	kilometer	nnu2
8830	Lewinsky	lewinsky	np1
8831	fool	fool	nn1
8832	stirring	stir	vvg
8833	marketing	marketing	nn1_vvg@
8834	indicated	indicate	vvd
8835	impeachment	impeachment	nn1
8837	utilities	utility	nn2
8838	added	added	jj
8839	re	re	ii
8840	launched	launch	vvn
8841	extends	extend	vvz
8842	furious	furious	jj
8843	delay	delay	nn1
8844	recognizing	recognize	vvg
8845	good	good	jj_nn1%
8846	shareholders	shareholder	nn2
8847	covered	cover	vvd_vvn
8848	Indianapolis	indianapolis	np1
8849	mushrooms	mushroom	nn2
8850	precision	precision	nn1
8851	Across	across	ii
8852	breakdown	breakdown	nn1
8853	refuge	refuge	nn1
8854	operate	operate	vv0
8855	pools	pool	nn2
8856	offers	offer	nn2_vvz@
8857	downtown	downtown	jj_rl
8858	catalog	catalog	nn1
8859	fleet	fleet	nn1
8860	Spring	spring	nn1
8861	funding	funding	nn1_vvg@
8862	affecting	affect	vvg
8863	notebook	notebook	nn1
8864	memorial	memorial	nn1
8865	downstairs	downstairs	rl
8866	Duncan	duncan	np1
8867	clusters	cluster	nn2
8868	focus	focus	vv0
8869	instrumental	instrumental	jj
8870	ballots	ballot	nn2
8871	rating	rating	nn1
8872	checks	check	nn2
8873	landing	landing	nn1
8874	entity	entity	nn1
8875	crack	crack	nn1
8876	dusty	dusty	jj
8877	Sr.	sr	nna
8878	Mission	mission	nn1
8879	bears	bear	nn2
8880	bonus	bonus	nn1
8881	Peru	peru	np1
8882	Dana	dana	np1
8883	Young	young	jj
8884	candles	candle	nn2
8885	Senior	senior	jj
8886	feeding	feed	vvg
8887	Transportation	transportation	nn1
8888	strengthen	strengthen	vvi
8889	planning	plan	vvg_nn1
8890	Neal	neal	np1
8891	refer	refer	vv0
8892	supervision	supervision	nn1
8893	COMMERCIAL	commercial	jj
8894	pistol	pistol	nn1
8895	final	final	nn1_jj
8896	backgrounds	background	nn2
8897	widow	widow	nn1
8898	siblings	sibling	nn2
8899	Private	private	jj
8900	bands	band	nn2
8901	vanilla	vanilla	nn1
8902	Deborah	deborah	np1
8903	proceed	proceed	vvi
8904	respective	respective	jj
8905	charts	chart	nn2
8907	outfit	outfit	nn1
8908	contractors	contractor	nn2
8909	apartments	apartment	nn2
8910	notable	notable	jj
8911	PREFORMATTED	preformatted	zz
8912	mines	mine	nn2
8913	increases	increase	nn2_vvz
8914	White	white	jj_np1
8915	pastor	pastor	nn1
8916	toe	toe	nn1
8917	foreigners	foreigner	nn2
8918	nutrients	nutrient	nn2
8919	Want	want	vv0
8920	Baseball	baseball	nn1
8921	broth	broth	nn1
8922	financially	financially	rr
8923	assignments	assignment	nn2
8924	essays	essay	nn2
8925	attempt	attempt	vvi
8926	acquired	acquire	vvn
8927	pushed	push	vvd_vvn
8928	gravel	gravel	nn1
8929	exceptions	exception	nn2
8930	dioxide	dioxide	nn1
8931	un	un	fw
8932	complications	complication	nn2
8933	doll	doll	nn1
8934	talents	talent	nn2
8935	drops	drop	vvz
8936	molecules	molecule	nn2
8937	conservation	conservation	nn
8938	true	true	jj_rr%
8939	nationally	nationally	rr
8940	attracted	attract	vvn
8941	increases	increase	vvz_nn2
8942	N	xx_n	zz1
8943	confront	confront	vvi
8944	drop	drop	vv0
8945	crowded	crowded	jj
8946	objective	objective	jj_nn1
8947	urging	urge	vvg
8948	Burke	burke	np1
8949	Most	most	rgt
8950	routine	routine	nn1_jj@
8951	fundamentally	fundamentally	rr
8952	parameters	parameter	nn2
8953	transit	transit	nn1
8954	neatly	neatly	rr
8955	no	no	rr%_at
8956	squad	squad	nn1
8957	BREAK	break	nn1
8958	permit	permit	vvi
8959	rays	ray	nn2
8960	freshly	freshly	rr
8961	lived	live	vvn_vvd
8962	lane	lane	nn1
8963	Abraham	abraham	np1
8964	mill	mill	nn1
8965	contexts	context	nn2
8966	accountable	accountable	jj
8967	set	set	vvd_vv0
8968	sphere	sphere	nn1
8969	indicators	indicator	nn2
8970	&	&amp;	cc
8971	recommends	recommend	vvz
8972	illustrates	illustrate	vvz
8973	increases	increase	nn2
8974	Farm	farm	nn1
8975	portions	portion	nn2
8976	left	left	jj_vvn_nn1@
8977	like	like	ii_vv0@_cs%
8978	trade	trade	vvi
8979	Head	head	nn1
8980	transactions	transaction	nn2
8981	predictions	prediction	nn2
8982	Swiss	swiss	jj
8983	84	84	mc
8984	performers	performer	nn2
8985	Marc	marc	np1
8986	6-2	6-2	mcmc
8987	stayed	stay	vvn
8988	mobility	mobility	nn1
8989	ridge	ridge	nn1
8990	content	content	jj_nn1
8991	depend	depend	vv0
8992	limb	limb	nn1
8993	Prize	prize	nn1
8994	securities	security	nn2
8995	concentrations	concentration	nn2
8996	butt	butt	nn1
8997	mirrors	mirror	nn2
8998	blast	blast	nn1
8999	Hot	hot	jj
9000	enjoyed	enjoy	vvn
9001	la	la	fu_fw
9002	presenting	present	vvg
9003	critique	critique	nn1
9004	occurring	occur	vvg
9005	integrated	integrated	jj
9006	disciplines	discipline	nn2
9007	invited	invite	vvd
9009	healthcare	health-care	nn1
9010	realization	realization	nn1
9011	planted	plant	vvn
9012	senses	sense	nn2
9013	smelled	smell	vvd
9014	optical	optical	jj
9015	sour	sour	jj
9016	dessert	dessert	nn1
9017	vocabulary	vocabulary	nn1
9018	lists	list	nn2
9019	locked	lock	vvn
9020	juvenile	juvenile	jj
9021	cover	cover	nn1_vv0
9022	wool	wool	nn1
9023	being	being	nn1%
9024	Abu	abu	np1
9025	calcium	calcium	nn1
9026	guarantee	guarantee	vvi
9027	architectural	architectural	jj
9028	smallest	small	jjt
9029	wireless	wireless	nn1
9030	Computer	computer	nn1
9031	dancers	dancer	nn2
9032	settlements	settlement	nn2
9033	hurting	hurt	vvg
9034	screens	screen	nn2
9035	grim	grim	jj
9036	promise	promise	vv0
9037	handled	handle	vvn
9038	monetary	monetary	jj
9039	youths	youth	nn2
9040	lyrics	lyrics	nn2
9041	back	back	rp_nn1_jj@
9042	Zealand	zealand	np1
9043	Chief	chief	jj_nn1
9044	under	under	rg@_ii
9045	trillion	trillion	m
9046	riders	rider	nn2
9047	realized	realize	vvn
9048	subjective	subjective	jj
9049	serving	serve	vvg_nn1@
9050	revelation	revelation	nn1
9051	Hopkins	hopkins	np1
9052	cans	can	nn2
9053	copyright	copyright	nn1
9054	engaged	engage	vvn_vvd
9055	increases	increase	vvz
9056	paradigm	paradigm	nn1
9057	setting	setting	nn1_vvg
9058	rather	rather	cs21@_ii21
9059	hit	hit	nn1@
9060	worldwide	worldwide	jj
9061	emphasize	emphasize	vvi
9062	gross	gross	jj
9063	fought	fight	vvn
9064	Television	television	nn1
9065	descent	descent	nn1
9066	underground	underground	jj
9067	change	change	vv0_nn1
9068	charming	charming	jj
9069	prince	prince	nn1
9070	permanently	permanently	rr
9071	lion	lion	nn1
9072	revenge	revenge	nn1
9073	ended	end	vvn
9074	Drew	drew	np1
9075	beaten	beat	vvn
9076	kind	kind	nn1_jj@
9077	burned	burn	vvn
9078	posture	posture	nn1
9079	plea	plea	nn1
9080	buddy	buddy	nn1
9081	disturbing	disturbing	jj
9082	bronze	bronze	nn1
9083	Rudy	rudy	np1
9084	Chile	chile	np1
9085	theirs	theirs	ppge
9086	Renaissance	renaissance	nn1
9087	attack	attack	nn1_vv0
9088	Master	master	nn1
9089	regression	regression	nn1
9090	gorgeous	gorgeous	jj
9091	Tracy	tracy	np1
9092	Forbes	forbes	np1
9093	Word	word	nn1
9094	assure	assure	vvi
9095	republics	republic	nn2
9096	voting	voting	nn1
9097	Falls	fall	nn2
9098	miserable	miserable	jj
9099	drive	drive	nn1_vv0
9100	semester	semester	nn1
9101	irrelevant	irrelevant	jj
9103	state	state	vvi
9104	twin	twin	nn1_jj@
9105	avoid	avoid	vv0
9106	97	97	mc
9107	plays	play	vvz_nn2
9108	Singapore	singapore	np1
9109	addiction	addiction	nn1
9110	Scientists	scientist	nn2
9111	Hart	hart	np1
9112	attacking	attack	vvg
9113	testified	testify	vvd
9114	relate	relate	vvi
9115	sufficiently	sufficiently	rr
9116	prey	prey	nn1
9117	spray	spray	nn1
9118	relax	relax	vvi
9119	cause	cause	vv0
9120	enforce	enforce	vvi
9121	design	design	vvi
9123	customs	custom	nn2
9124	gathered	gather	vvn
9125	Geneva	geneva	np1
9126	Gonzalez	gonzalez	np1
9127	Egyptian	egyptian	jj_nn1
9128	linear	linear	jj
9129	Truman	truman	np1
9130	wanting	want	vvg
9131	magnificent	magnificent	jj
9132	refusing	refuse	vvg
9133	bride	bride	nn1
9134	become	become	vv0_vvn@
9135	predictable	predictable	jj
9136	Minneapolis	minneapolis	np1
9137	in	in	ii_rr21
9138	Sex	sex	nn1
9139	walking	walking	nn1_vvg
9140	asset	asset	nn1
9141	reflected	reflect	vvn
9142	n1	n1	fo
9143	Broncos	bronco	nn2
9144	4,000	4,000	mc
9145	magical	magical	jj
9146	continued	continue	vvn
9147	biblical	biblical	jj
9148	demanded	demand	vvd
9149	controlling	control	vvg
9150	415	415	mc
9152	doubt	doubt	vv0
9153	stunning	stunning	jj
9154	Up	up	rp
9155	rod	rod	nn1
9156	One	one	mc1_pn1
9157	wrapped	wrap	vvn_vvd
9158	rising	rise	vvg_jj@
9159	spent	spend	vvn_vvd
9160	hunter	hunter	nn1
9161	Model	model	nn1
9162	Laurie	laurie	np1
9163	reconstruction	reconstruction	nn1
9164	harmful	harmful	jj
9165	Especially	especially	rr
9166	despair	despair	nn1
9167	stepped	step	vvd_vvn
9169	colony	colony	nn1
9170	alter	alter	vvi
9171	present	present	jj
9172	outside	outside	ii_rl
9173	features	feature	vvz@_nn2
9174	optional	optional	jj
9175	82	82	mc
9176	Bailey	bailey	np1
9177	orchestra	orchestra	nn1
9178	suite	suite	nn1
9179	fictional	fictional	jj
9180	proven	prove	vvn
9181	Nigeria	nigeria	np1
9182	foolish	foolish	jj
9183	investor	investor	nn1
9184	drinking	drinking	nn1
9185	certainty	certainty	nn1
9186	PHOTOS	photo	nn2
9187	liked	like	vvd_vvn
9188	qualify	qualify	vvi
9189	comic	comic	jj_nn1
9190	occupied	occupy	vvn
9191	complaining	complain	vvg
9192	culturally	culturally	rr
9193	troubled	troubled	jj
9194	Palestine	palestine	np1
9195	tops	top	nn2
9196	rounds	round	nn2
9197	Son	son	nn1
9198	organized	organized	jj@
9199	ribs	rib	nn2
9200	happened	happen	vvn@
9201	skinny	skinny	jj
9202	flu	flu	nn1
9203	God	god	nn1@_np1
9204	1948	1948	mc
9205	Curtis	curtis	np1
9206	differ	differ	vv0
9208	kingdom	kingdom	nn1
9209	Costa	costa	np1
9210	Alzheimer	alzheimer	np1
9211	crews	crew	nn2
9212	elders	elder	nn2
9213	processing	processing	nn1
9214	$500	$500	m$
9215	sponsored	sponsor	vvn
9216	smiles	smile	vvz
9217	episodes	episode	nn2
9218	further	far	rrr_jjr@
9219	theaters	theater	nn2
9220	locate	locate	vvi
9221	aftermath	aftermath	nn1
9222	manages	manage	vvz
9223	outside	outside	jj_nn1@
9224	Kenya	kenya	np1
9225	buttons	button	nn2
9226	export	export	nn1
9227	Angela	angela	np1
9228	anchor	anchor	nn1
9229	cracks	crack	nn2
9230	Lynch	lynch	np1
9231	recommendation	recommendation	nn1
9232	aboard	aboard	ii
9233	Representatives	representative	nn2
9234	81	81	mc
9235	containers	container	nn2
9236	rituals	ritual	nn2
9237	Case	case	nn1
9238	Recent	recent	jj
9239	lightning	lightning	nn1
9240	tech	tech	nn1
9241	TWO	two	mc
9242	newest	new	jjt
9243	Youth	youth	nn1
9244	91	91	mc
9245	Derek	derek	np1
9246	beat	beat	vv0_vvd
9247	correct	correct	vvi
9248	rim	rim	nn1
9249	stir	stir	vv0
9250	lasted	last	vvd
9251	interpretations	interpretation	nn2
9252	heroin	heroin	nn1
9253	Sandra	sandra	np1
9254	preservation	preservation	nn1
9255	skiing	skiing	nn1
9256	storms	storm	nn2
9257	incidence	incidence	nn1
9259	dependence	dependence	nn1
9260	delight	delight	nn1
9261	developed	develop	vvd_vvn
9262	killing	kill	vvg_nn1
9263	housing	house	vvg_nn1
9264	1961	1961	mc
9265	brave	brave	jj
9266	repeated	repeat	vvd
9267	concludes	conclude	vvz
9268	ease	ease	vvi
9269	conclude	conclude	vvi
9270	commitments	commitment	nn2
9271	destructive	destructive	jj
9272	recall	recall	vv0
9273	eliminating	eliminate	vvg
9274	approach	approach	vvi
9275	Serve	serve	vv0
9276	devastating	devastating	jj
9277	hung	hang	vvd_vvn
9278	admit	admit	vv0
9279	grinned	grin	vvd
9280	invention	invention	nn1
9281	identify	identify	vv0
9282	removed	remove	vvn_vvd
9283	dried	dried	jj
9284	erosion	erosion	nn1
9285	Jew	jew	nn1
9286	lives	life	nn2_vvz
9287	promoted	promote	vvn
9288	Surely	surely	rr
9289	expressing	express	vvg
9290	poles	pole	nn2
9291	youngsters	youngster	nn2
9292	predominantly	predominantly	rr
9293	turn	turn	vv0_nn1
9294	ozone	ozone	nn1
9295	propaganda	propaganda	nn1
9296	determining	determine	vvg
9297	Major	major	nnb
9298	Gloria	gloria	np1
9299	slip	slip	vvi
9300	mature	mature	jj
9301	reservation	reservation	nn1
9302	planned	plan	vvd
9303	machinery	machinery	nn1
9304	Wade	wade	np1
9306	run	run	nn1_vvn
9307	little	little	rr_da1_jj
9308	later	later	jjr_rrr
9309	limited	limit	vvn_jj
9310	bikes	bike	nn2
9312	testing	test	vvg
9313	advance	advance	vvi
9314	exhibit	exhibit	nn1
9315	referred	refer	vvn
9316	kidding	kid	vvg
9317	established	established	jj@
9318	competent	competent	jj
9319	cult	cult	nn1
9320	rule	rule	vvi
9321	motive	motive	nn1
9322	boost	boost	vvi
9323	convinced	convinced	jj_vvn@
9325	voter	voter	nn1
9326	Shaw	shaw	np1
9327	constitutes	constitute	vvz
9328	bicycle	bicycle	nn1
9329	merger	merger	nn1
9330	broken	break	vvn_jj
9332	integral	integral	jj
9333	jar	jar	nn1
9334	quick	quick	jj_rr@
9335	Hunter	hunter	np1
9336	little	little	rr_jj
9337	including	include	vvg@_ii
9338	epidemic	epidemic	nn1
9339	emphasizes	emphasize	vvz
9340	ignorance	ignorance	nn1
9341	greenhouse	greenhouse	nn1
9342	Polish	polish	jj
9343	Claire	claire	np1
9344	advances	advance	nn2
9345	exam	exam	nn1
9346	Cubs	cub	nn2
9347	rolled	roll	vvd_vvn
9348	alley	alley	nn1
9349	posts	post	nn2
9350	For	for	if_cs%
9351	German	german	jj
9352	Fla.	fla	np1
9353	delivering	deliver	vvg
9354	veteran	veteran	jj_nn1
9355	Colombia	colombia	np1
9356	cure	cure	nn1
9357	to	to	ii@_to
9358	modem	modem	nn1
9359	Cox	cox	np1
9360	bucket	bucket	nn1
9361	par	par	nn1
9362	Fame	fame	nn1
9363	Road	road	nn1
9364	stated	state	vvd
9365	managed	manage	vvd_vvn
9366	proceedings	proceedings	nn2
9367	touching	touch	vvg
9368	theft	theft	nn1
9369	damages	damage	nn2
9370	servants	servant	nn2
9371	horizontal	horizontal	jj
9372	Forrest	forrest	np1
9373	embarrassing	embarrassing	jj
9374	$25	$25	m$
9375	travel	travel	nn1_vv0
9376	worried	worried	jj_vvn@
9377	fragments	fragment	nn2
9378	efficacy	efficacy	nn1
9379	Newman	newman	np1
9380	stiff	stiff	jj
9381	free	free	vvi
9382	supper	supper	nn1
9383	hired	hire	vvd
9384	N.Y	ny	np1
9385	suppliers	supplier	nn2
9386	87	87	mc
9387	grill	grill	nn1
9388	diplomacy	diplomacy	nn1
9389	function	function	vvi
9390	enterprises	enterprise	nn2
9391	Timothy	timothy	np1
9392	rank	rank	nn1
9393	admitted	admit	vvn
9394	tub	tub	nn1
9395	striking	striking	jj
9396	pressed	press	vvd
9397	recommended	recommend	vvn
9398	assassination	assassination	nn1
9399	casino	casino	nn1
9400	blank	blank	jj
9401	Kent	kent	np1
9402	answered	answer	vvn
9403	Stevens	stevens	np1
9404	Jamie	jamie	np1
9405	pope	pope	nn1
9406	rocky	rocky	jj
9407	respect	respect	vvi
9408	Building	building	nn1
9409	native	native	jj_nn1@
9410	marginal	marginal	jj
9411	required	require	vvn_vvd@
9412	Sciences	science	nn2
9413	read	read	vvd_vv0
9414	Hezbollah	hezbollah	np1
9415	adequately	adequately	rr
9416	crude	crude	jj
9417	10th	10th	md
9418	streak	streak	nn1
9419	undoubtedly	undoubtedly	rr
9420	foster	foster	jj
9421	administered	administer	vvn
9422	visiting	visit	vvg
9423	Wal-Mart	wal-mart	np1
9424	volumes	volume	nn2
9425	catches	catch	vvz
9426	86	86	mc
9427	commanders	commander	nn2
9428	transform	transform	vvi
9429	bishops	bishop	nn2
9430	intimacy	intimacy	nn1
9431	Reno	reno	np1
9432	beloved	beloved	jj
9433	relating	relate	vvg
9434	imposed	impose	vvn
9435	grant	grant	nn1
9436	mentor	mentor	nn1
9437	assessing	assess	vvg
9438	destroying	destroy	vvg
9439	private	private	jj_nn1@
9440	winning	win	vvg_jj@
9441	cowboy	cowboy	nn1
9442	credible	credible	jj
9443	Melissa	melissa	np1
9444	owned	own	vvd
9445	Ward	ward	np1
9446	A.M.	am	ra
9447	settled	settle	vvd
9448	released	release	vvn_vvd@
9449	darker	dark	jjr
9450	feathers	feather	nn2
9451	runs	run	nn2_vvz
9452	Tucker	tucker	np1
9453	trainer	trainer	nn1
9455	impulse	impulse	nn1
9456	diagnosed	diagnose	vvn
9457	recommend	recommend	vvi
9458	notice	notice	vv0
9459	across	across	rl@
9460	negotiation	negotiation	nn1
9461	transparent	transparent	jj
9462	defendants	defendant	nn2
9463	Blood	blood	nn1
9464	Sanders	sanders	np1
9465	purchased	purchase	vvn
9466	Student	student	nn1
9467	warnings	warning	nn2
9468	hip	hip	nn1
9469	explosive	explosive	jj
9470	Express	express	nn1
9471	Goldman	goldman	np1
9472	lacks	lack	vvz
9473	UP	up	rp
9474	religions	religion	nn2
9475	favorites	favorite	nn2
9476	S	s	zz1_np1@
9477	Fitzgerald	fitzgerald	np1
9478	Staff	staff	nn_vv0@
9479	Line	line	nn1
9480	supported	support	vvd
9481	damaged	damage	vvn
9482	Kay	kay	np1
9483	intriguing	intriguing	jj
9484	assumed	assume	vvd
9485	rebels	rebel	nn2
9486	thoughtful	thoughtful	jj
9487	disc	disc	nn1
9488	for	for	cs%_if
9489	cousins	cousin	nn2
9490	Quinn	quinn	np1
9491	Inn	inn	nn1
9492	ego	ego	nn1
9493	alone	alone	jj_rr
9495	wound	wound	nn1
9496	listed	list	vvn
9497	ninth	ninth	md
9498	realizes	realize	vvz
9499	Western	western	np1
9500	represented	represent	vvd_vvn
9501	plain	plain	jj_nn1
9502	2007	2007	mc
9503	dating	date	vvg
9504	subway	subway	nn1
9505	Latin	latin	jj_nn1
9506	Nine	nine	mc
9507	retailers	retailer	nn2
9508	Making	make	vvg
9509	married	marry	vvd@
9510	Magazine	magazine	nn1
9511	min	min	nnu
9512	Easter	easter	nnt1
9513	hits	hit	nn2
9514	reductions	reduction	nn2
9515	involved	involve	vvn_vvd
9516	appetite	appetite	nn1
9517	buyer	buyer	nn1
9518	alien	alien	jj_nn1
9519	major	major	jj_nn1@
9520	leading	lead	vvg_jj
9521	direct	direct	vvi
9522	commentary	commentary	nn1
9523	cottage	cottage	nn1
9524	spoon	spoon	nn1
9525	Carroll	carroll	np1
9526	cuts	cut	vvz_nn2
9527	glove	glove	nn1
9528	warming	warming	nn1
9529	left	leave	vvd_vvn_jj
9530	89	89	mc
9531	for	for	rr41
9532	reducing	reduce	vvg_jj@
9533	American	american	nn1@_jj
9534	interpreter	interpreter	nn1
9535	drought	drought	nn1
9536	conventions	convention	nn2
9537	Empire	empire	nn1
9538	select	select	vvi
9539	absurd	absurd	jj
9540	entrepreneurs	entrepreneur	nn2
9541	by	by	rr31
9542	saving	save	vvg
9543	Insurance	insurance	nn1
9544	Additionally	additionally	rr
9545	required	required	jj
9546	beam	beam	nn1
9547	Critics	critic	nn2
9548	lacking	lack	vvg
9549	successes	success	nn2
9550	mobile	mobile	jj_nn1
9551	Going	go	vvg
9552	swimming	swimming	nn1
9553	poster	poster	nn1
9554	tones	tone	nn2
9555	Joint	joint	jj
9556	helicopters	helicopter	nn2
9557	spending	spend	vvg_nn1
9558	anything	anything	rr21
9559	kiss	kiss	vvi
9560	collectors	collector	nn2
9561	tough	tough	jj_nn1@
9562	thorough	thorough	jj
9563	Caroline	caroline	np1
9564	quantum	quantum	nn1
9565	liquor	liquor	nn1
9566	unfamiliar	unfamiliar	jj
9567	79	79	mc
9568	investigator	investigator	nn1
9569	dates	date	nn2
9570	means	mean	nn_vvz
9571	Cultural	cultural	jj
9572	presented	present	vvd_vvn
9573	future	future	jj
9574	contributed	contribute	vvn
9575	embrace	embrace	vvi
9576	Thailand	thailand	np1
9577	listeners	listener	nn2
9578	Andrews	andrews	np1
9579	embarrassment	embarrassment	nn1
9580	eternal	eternal	jj
9581	700	700	mc
9582	whatsoever	whatsoever	ddqv
9583	walked	walk	vvd_vvn@
9584	foundations	foundation	nn2
9585	Bulls	bull	nn2
9586	wash	wash	vvi
9587	defines	define	vvz
9588	starter	starter	nn1
9589	provider	provider	nn1
9590	quantity	quantity	nn1
9591	incomes	income	nn2
9592	breathing	breathing	nn1
9593	embargo	embargo	nn1
9594	resignation	resignation	nn1
9595	established	establish	vvn_vvd
9596	teaspoons	teaspoon	nn2
9597	destiny	destiny	nn1
9598	wins	win	vvz
9599	diary	diary	nn1
9600	encouraging	encouraging	jj
9601	horn	horn	nn1
9602	kit	kit	nn1
9603	bet	bet	vvi
9604	approve	approve	vvi
9605	.05	.05	mc
9606	ideals	ideal	nn2
9607	realized	realize	vvd_vvn
9608	compost	compost	nn1
9609	put	put	vvn_vv0_vvd
9610	abandon	abandon	vvi
9611	damn	damn	jj
9612	Bar	bar	nn1
9613	supermarket	supermarket	nn1
9614	DC	dc	np1
